Corpus,Threat Model,Defense Model,Acc@1 ↓,Acc@5 ↓,True Class Conf ↓,Entropy ↑,BLEU ↑,METEOR ↑,PINC ↑,BERTScore ↑,SBERT ↑
EBG,RoBERTa,GPT-4o,"-0.275 [-0.391, -0.165]","-0.197 [-0.300, -0.101]","-0.270 [-0.385, -0.157]","0.866 [0.339, 1.435]","-0.370 [-0.485, -0.258]","-0.279 [-0.388, -0.183]","0.387 [0.273, 0.497]","-0.139 [-0.222, -0.064]","-0.066 [-0.128, -0.020]"
EBG,RoBERTa,Ministral,"-0.822 [-0.866, -0.704]","-0.798 [-0.876, -0.714]","-0.782 [-0.824, -0.710]","1.350 [0.724, 1.953]","-0.322 [-0.569, -0.096]","-0.817 [-0.900, -0.725]","0.911 [0.840, 0.970]","-0.525 [-0.632, -0.409]","-0.871 [-0.942, -0.795]"
EBG,RoBERTa,Claude-3.5,"-0.327 [-0.439, -0.216]","-0.226 [-0.331, -0.121]","-0.324 [-0.439, -0.214]","0.856 [0.279, 1.437]","-0.709 [-0.813, -0.596]","-0.583 [-0.699, -0.473]","0.622 [0.510, 0.726]","-0.245 [-0.346, -0.149]","-0.096 [-0.166, -0.037]"
EBG,RoBERTa,Llama-3.1,"-0.822 [-0.866, -0.704]","-0.790 [-0.863, -0.709]","-0.788 [-0.826, -0.721]","0.716 [0.188, 1.272]","-0.144 [-0.316, -0.026]","-0.760 [-0.854, -0.662]","0.885 [0.805, 0.949]","-0.497 [-0.608, -0.381]","-0.865 [-0.943, -0.783]"
EBG,RoBERTa,Gemma-2,"-0.822 [-0.866, -0.704]","-0.805 [-0.875, -0.725]","-0.787 [-0.826, -0.725]","0.742 [0.229, 1.317]","-0.365 [-0.576, -0.173]","-0.757 [-0.851, -0.657]","0.884 [0.807, 0.949]","-0.495 [-0.608, -0.381]","-0.865 [-0.932, -0.780]"
EBG,LogReg,Claude-3.5,"-0.354 [-0.462, -0.252]","-0.304 [-0.423, -0.193]","-0.199 [-0.294, -0.106]","-0.238 [-0.862, 0.398]","-0.802 [-0.903, -0.687]","-0.615 [-0.729, -0.511]","0.683 [0.568, 0.779]","-0.260 [-0.356, -0.162]","-0.103 [-0.174, -0.041]"
EBG,LogReg,Ministral,"-0.613 [-0.664, -0.491]","-0.726 [-0.803, -0.645]","-0.369 [-0.414, -0.306]","-0.136 [-0.847, 0.463]","-0.182 [-0.345, -0.052]","-0.773 [-0.868, -0.672]","0.887 [0.811, 0.951]","-0.504 [-0.667, -0.336]","-0.865 [-0.938, -0.785]"
EBG,LogReg,Llama-3.1,"-0.618 [-0.664, -0.522]","-0.730 [-0.806, -0.652]","-0.370 [-0.413, -0.305]","0.091 [-0.544, 0.730]","-0.204 [-0.305, -0.108]","-0.759 [-0.857, -0.662]","0.885 [0.809, 0.950]","-0.495 [-0.604, -0.382]","-0.868 [-0.938, -0.791]"
EBG,LogReg,Gemma-2,"-0.618 [-0.664, -0.498]","-0.723 [-0.796, -0.642]","-0.372 [-0.416, -0.308]","0.051 [-0.575, 0.650]","-0.105 [-0.205, -0.029]","-0.755 [-0.851, -0.658]","0.882 [0.802, 0.948]","-0.495 [-0.603, -0.372]","-0.863 [-0.934, -0.776]"
EBG,LogReg,GPT-4o,"-0.197 [-0.314, -0.080]","-0.144 [-0.252, -0.046]","-0.055 [-0.162, 0.060]","-0.102 [-0.741, 0.518]","-0.517 [-0.643, -0.406]","-0.368 [-0.480, -0.256]","0.462 [0.354, 0.576]","-0.167 [-0.253, -0.084]","-0.079 [-0.148, -0.024]"
EBG,SVM,Claude-3.5,"-0.470 [-0.566, -0.368]","-0.360 [-0.481, -0.256]","-0.107 [-0.184, -0.024]","-0.326 [-0.900, 0.233]","-0.802 [-0.903, -0.687]","-0.615 [-0.729, -0.511]","0.683 [0.568, 0.779]","-0.260 [-0.356, -0.162]","-0.103 [-0.174, -0.041]"
EBG,SVM,Ministral,"-0.685 [-0.731, -0.589]","-0.783 [-0.850, -0.709]","-0.194 [-0.240, -0.125]","-0.157 [-0.731, 0.366]","-0.182 [-0.345, -0.052]","-0.773 [-0.868, -0.672]","0.887 [0.811, 0.951]","-0.504 [-0.667, -0.336]","-0.865 [-0.938, -0.785]"
EBG,SVM,Llama-3.1,"-0.689 [-0.732, -0.571]","-0.807 [-0.864, -0.735]","-0.199 [-0.242, -0.141]","-0.082 [-0.613, 0.428]","-0.204 [-0.305, -0.108]","-0.759 [-0.857, -0.662]","0.885 [0.809, 0.950]","-0.495 [-0.604, -0.382]","-0.868 [-0.938, -0.791]"
EBG,SVM,Gemma-2,"-0.689 [-0.732, -0.571]","-0.799 [-0.859, -0.732]","-0.197 [-0.242, -0.128]","-0.092 [-0.637, 0.431]","-0.105 [-0.205, -0.029]","-0.755 [-0.851, -0.658]","0.882 [0.802, 0.948]","-0.495 [-0.603, -0.372]","-0.863 [-0.934, -0.776]"
EBG,SVM,GPT-4o,"-0.187 [-0.307, -0.074]","-0.157 [-0.266, -0.061]","-0.038 [-0.126, 0.060]","-0.066 [-0.565, 0.483]","-0.517 [-0.643, -0.406]","-0.368 [-0.480, -0.256]","0.462 [0.354, 0.576]","-0.167 [-0.253, -0.084]","-0.079 [-0.148, -0.024]"
EBG,RoBERTa,Claude-3.5,"-0.348 [-0.467, -0.235]","-0.227 [-0.335, -0.127]","-0.331 [-0.445, -0.217]","0.839 [0.280, 1.400]","-0.802 [-0.903, -0.687]","-0.615 [-0.729, -0.511]","0.683 [0.568, 0.779]","-0.260 [-0.356, -0.162]","-0.103 [-0.174, -0.041]"
EBG,RoBERTa,Ministral,"-0.822 [-0.866, -0.704]","-0.794 [-0.870, -0.715]","-0.786 [-0.823, -0.720]","0.850 [0.277, 1.392]","-0.182 [-0.345, -0.052]","-0.773 [-0.868, -0.672]","0.887 [0.811, 0.951]","-0.504 [-0.667, -0.336]","-0.865 [-0.938, -0.785]"
EBG,RoBERTa,Llama-3.1,"-0.822 [-0.866, -0.704]","-0.793 [-0.869, -0.708]","-0.785 [-0.826, -0.712]","0.693 [0.170, 1.249]","-0.204 [-0.305, -0.108]","-0.759 [-0.857, -0.662]","0.885 [0.809, 0.950]","-0.495 [-0.604, -0.382]","-0.868 [-0.938, -0.791]"
EBG,RoBERTa,Gemma-2,"-0.822 [-0.866, -0.704]","-0.805 [-0.875, -0.725]","-0.788 [-0.825, -0.724]","0.728 [0.164, 1.281]","-0.105 [-0.205, -0.029]","-0.755 [-0.851, -0.658]","0.882 [0.802, 0.948]","-0.495 [-0.603, -0.372]","-0.863 [-0.934, -0.776]"
EBG,RoBERTa,GPT-4o,"-0.287 [-0.400, -0.174]","-0.208 [-0.315, -0.112]","-0.287 [-0.400, -0.172]","0.897 [0.347, 1.460]","-0.517 [-0.643, -0.406]","-0.368 [-0.480, -0.256]","0.462 [0.354, 0.576]","-0.167 [-0.253, -0.084]","-0.079 [-0.148, -0.024]"
